id,Page,Title,Price_Raw,Price_Billion,Price_per_m2,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description,Mặt tiền,Chiều sâu,Mức độ giao dịch,Ưu điểm BĐS,Tiện ích,Hướng ban công,Số ban công,Nội thất
306317972,10,"Bán nhà mặt phố Nguyễn Văn Luông, 20 tỷ, 195.5m2, giá tốt",20 tỷ,20.0,"102,3 triệu/m²",195.5,N/A,"Đ. Nguyễn Văn Luông, P. 11, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306317972,"Nhà mặt phố Nguyễn Văn Luông, Phường 11, Quận 6, Hồ Chí Minh, diện tích 195.5m2, giá 20 tỷ VND(TL). + Ngõ vào rộng 12m, thuận tiện cho xe ô tô ra vào dễ dàng. + Mặt tiền rộng 5.35m, lý tưởng cho việc kinh doanh hoặc mở văn phòng. + Pháp lý đầy đủ, đảm bảo quyền lợi cho khách hàng. Địa điểm xung quanh. + Gần bệnh viện chuyên khoa ngoại thần kinh quốc tế, bệnh viện Bình Phú. + Hệ thống siêu thị như Co.op Food Chợ Lớn, Siêu thị Mẹ & Bé Con Cưng, Siêu thị Bách Hóa Xanh Chợ Lớn. + Công viên Bình Phú, Công viên Phú Lâm, không gian xanh cho cư dân. + Trường mầm non Bình Minh, Trường mầm non Rạng Đông 11A, thuận tiện cho gia đình có trẻ nhỏ. Liên hệ ngay để được tư vấn miễn phí: Trần Văn Hiển tại 0931117126 Thu gọn Liên hệ: SĐT 1 093 111 **** Hiện số Thông tin chi tiết Mặt tiền 5,35m Ưu điểm BĐS Mặt tiền rộng","5,35m",,,Mặt tiền rộng,,,,
306322655,10,Giảm sâu 800tr - sát mặt tiền hậu giang quận 6 2 phút ra chợ bình tây 60m2 4.5 x 13.5 chỉ hơn 6tỷ,"6,05 tỷ",6.05,"94,53 triệu/m²",64,N/A,"P. 5, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306322655,"GIẢM SÂU 800TR - SÁT MẶT TIỀN HẬU GIANG QUẬN 6 2 PHÚT RA CHỢ BÌNH TÂY 60M2 4.5 x 13.5 CHỈ HƠN 6tỷ + 1 trệt 1 lầu tiện thiết kế xây lại theo ý thích . kinh doanh tuyệt vời + Vị trí: Sát mặt tiền đường Hậu Giang kinh doanh sầm uất. Trước nhà 5M, hẻm thông tam phương tứ phía. + Phù hợp mua ở hoặc cho thuê giữ tiền. + Vị trí gần Chợ Bình Tiên, chợ Bình Tây, Coopmart, khu Ẩm thực Nhà hàng quán ăn nổi tiếng Hậu Giang, Khu vui chơi giải trí đầy đủ, phố Ngân hàng, thời trang, Trường Tiểu học, Trung học... + Sổ chính chủ, công chứng trong ngày. ------------------------------------ #LH Zalo WINNIE NHÀ PHỐ Xem thực tế (miễn trung gian) Làm việc trực tiếp chủ Thu gọn Liên hệ: SĐT 1 097 686 **** Hiện số",,,,,,,,
306315040,10,"Bán căn hộ chung cư Khu căn hộ cao cấp An Phú (An Phú Apartment) Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306315040,N/A,,,,,,,,
306320599,10,"Bán căn hộ chung cư D-Homme Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306320599,N/A,,,,,,,,
306316673,10,"Hậu Giang, Quận 6, nhà 4 tầng, BTCT DTSD 143m2 hoàn công đủ nhỉnh 5,6 tỷ","5,6 tỷ",5.6,"127,27 triệu/m²",44,N/A,"Đ. Hậu Giang, P. 11, Q. 6, Tp. Hồ Chí Minh",5,5,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306316673,"Hậu Giang Quận 6, nhà 4 tầng BTCT DTSD 143m2 hoàn công đủ nhỉnh 5,6 tỷ. Nhà đẹp khu vip ở sướng, đầu tư giữ tiền cực tốt. Diện tích sử dụng: 143m2 CN 44m2. Kết cấu: 4 tầng BTCT chắc chắn. Sân thượng trước thoáng mát. 5 Phòng ngủ 3WC. Phòng khách, bếp rộng rãi. Vị trí đắc địa trung tâm Quận 6. Khu VIP đường Hậu Giang P11. Gần Bến xe Miền Tây, BV Triều An, CV Phú Lâm, khu Tên Lửa, Bình Phú, Chợ Lớn. Di chuyển nhanh về các quận trung tâm. Hẻm cao ráo, sạch sẽ, không ngập nước. Hẻm trước nhà 3m, chỉ vài căn ra hẻm 6m. Đang cho thuê 9 triệu/tháng, dòng tiền sẵn. Pháp lý chuẩn: Sổ hồng riêng. Nở hậu đẹp hoàn công đầy đủ. Công chứng mua bán ngay. Giá: (5,6 tỷ còn thương lượng). Liên hệ: Đạt Điềm Đạm Chuyên nhà chính chủ, uy tín rõ pháp lý. Thu gọn Liên hệ: SĐT 1 083 617 **** Hiện số Thông tin chi tiết Mặt tiền 3m Ưu điểm BĐS Đất vuông - nở hậu",3m,,,Đất vuông - nở hậu,,,,
306315627,10,Bán nhà mới đẹp đang cho thuê làm chdv mặt tiền KDC Bình Phú 1 Quận 6,11 tỷ,11.0,"141,03 triệu/m²",78,N/A,"Đ. Bình Phú, P. 11, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306315627,"11 tỷ Bán nhà mới đẹp đang cho thuê làm chdv mặt tiền KDC Bình Phú 1 Quận 6 DT 4mx19m , DT sàn 273,9 trệt lửng 2 lầu sân thượng 8Pn wc riêng đang cho thuê ổn định gần công viên Bình Phú, siêu thị mega 0966088976 Liên hệ: SĐT 1 096 608 **** Hiện số Thông tin chi tiết Mặt tiền 7m Ưu điểm BĐS Giáp vườn hoa công viên",7m,,,Giáp vườn hoa công viên,,,,
306316888,10,Bán nhà mặt tiền kinh doanh đường xe tải đậu trước nhà khu Bình Phú 1,"12,8 tỷ",12.8,160 triệu/m²,80,N/A,"Đ. Bình Phú, P. 11, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306316888,"12,8 tỷ Bán nhà mặt tiền kinh doanh đường xe tải đậu trước nhà khu Bình Phú 1 DT 4mx20m ( vuông vức) DTĐ: 80m DT sàn 308m2 trệt lửng 3 lầu sân thượng 12pn đang cho thuê dòng tiền ổn định 50tr/ tháng gần công viên Bình Phú, siêu thị mega 0966088976 Mr Phong Liên hệ: SĐT 1 096 608 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Giáp vườn hoa công viên",,,,Giáp vườn hoa công viên,,,,
306322043,10,bán nhà mặt tiền đường kinh dương vương q6 dt 9x18 cn 140m2 nhà 4 lầu giá 27 tỷ,27 tỷ,27.0,"192,86 triệu/m²",140,N/A,"Đ. Kinh Dương Vương, P. 11, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306322043,"bán nhà mặt tiền đường kinh dương vương q6 dt 9x18 cn 140m2 nhà 4 lầu giá 27 tỷ chính chủ bán nhà mặt tiền kinh doanh đẹp nhất cung đường diện tích 9x18 cn 140m2 kc 1 trệt 4 lầu vị trí đoạn đẹp nhất cung đường tập nhiều nhiều tòa nhà và ngân hàng , khách sạn , thích mua mua đầu tư giữ tiền hoạc làm ngân hàng , cty , spa ngay vị trí này giá 27 tỷ thương lượng liên hệ a đức 0915114056 xin cảm ơn Liên hệ: SĐT 1 091 511 **** Hiện số",,,,,,,,
306319291,11,"Nhà đẹp hẻm Tân Hòa Đông 7,5 x 19m NỞ HẬU 10m 4 tầng 4PN - GẦN CHỢ PHÚ LÂM","10,8 tỷ",10.8,100 triệu/m²,108,N/A,"Đ. Tân Hòa Đông, P. 13, Q. 6, Tp. Hồ Chí Minh",7,4,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306319291,"- Nhà đẹp Hẻm Tân Hòa Đông, phường 13, Quận 6 - GẦN CHỢ PHÚ LÂM - Diện tích: 7,5 x 19m NỞ HẬU 10m (108m2) DTSD: 330 m2. - Kết cấu: 1 trệt 2 lầu sân thượng 4PN 5WC. + Nhà mới đẹp vào ở liền. + Vị trí gần chợ Phú Lâm. + Xung quanh đủ tiện ích,.. Khu dân trí cao an ninh. Giá: 10,8 tỷ còn bớt. Liên hệ Phương: 0769807933 để xem nhà. Liên hệ: SĐT 1 076 980 **** Hiện số Thông tin chi tiết Mặt tiền 7,5m Ưu điểm BĐS Dân trí cao, Đất vuông - nở hậu","7,5m",,,"Dân trí cao, Đất vuông - nở hậu",,,,
306319457,11,"Mặt tiền đường Mai Xuân Thưởng Quận 6 đoạn đẹp nhất cung đường DT 3,8x20m, nhà 4 lầu giá 13 tỷ",13 tỷ,13.0,"185,71 triệu/m²",70,N/A,"Đ. Mai Xuân Thưởng, P. 4, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306319457,"Mặt tiền đường Mai Xuân Thưởng Quận 6 đoạn đẹp nhất cung đường DT 3,8x20m, nhà 4 lầu giá 13 tỷ. Chính chủ bán nhà mặt tiền kinh doanh đường Mai Xuân Thưởng Quận 6. Diện tích 3,8 x20m, vuông vức công nhận đủ không lỗi gì. Kết cấu 1 trệt 4 lầu chỉ việc xách vali vào là ở. Vị trí đoạn đẹp nhất cung đường kinh doanh sáng tối vỉa hè rộng 5m thuận tiện cho việc kinh doanh, thích hợp mua đầu tư giữ tiền, cho thuê chdv ngay vị này không có sự so sánh. Pháp lý chính chủ hoàn công đầy đủ. Giá bán 13 tỷ thương lượng. Liên hệ a đức 0915114056 xin cảm ơn. Thu gọn Liên hệ: SĐT 1 091 511 **** Hiện số Thông tin chi tiết Mặt tiền 3,8m","3,8m",,,,,,,
306322164,11,bán nhà mặt tiền đường hậu giang quận 6 dt 9x18 cn 140m2 nhà 4 lầu giá 27 tỷ,27 tỷ,27.0,"192,86 triệu/m²",140,N/A,"Đ. Hậu Giang, P. 11, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306322164,"bán nhà mặt tiền đường hậu giang quận 6 dt 9x18 cn 140m2 nhà 4 lầu giá 27 tỷ chính chủ bán nhà mặt tiền đường hậu giang q6 diện tích 9x18 cn 140m2 kc trệt 4 lầu pháp lý chính chủ hoàn công đầy đủ sang tên nhanh trong ngày vị trí đoạn đẹp nhất cung đường tập nhiều nhiều tòa nhà và ngân hàng , khách sạn , thích mua mua đầu tư giữ tiền hoạc làm ngân hàng , cty , spa ngay vị trí này giá 27 tỷ thương lượng liên hệ a đức 0915114056 xin cảm ơn Liên hệ: SĐT 1 091 511 **** Hiện số",,,,,,,,
306322119,11,"Cuối năm định cư chủ bán gấp nhà Hậu Giang Q6 3tầng 42,6m2/ 3Tỷ2750 Triệu 4PN sổ riêng sang tên.","3,28 tỷ",3.28,"cuối năm định cư chủ bán gấp nhà hậu giang q6 3tầng 42,6m2/ 3tỷ2750 triệu 4pn sổ riêng sang tên.",42.6,N/A,"Đ. Hậu Giang, P. 12, Q. 6, Tp. Hồ Chí Minh",6,4,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306322119,"Nhà riêng 3 tầng tại Đường Hậu Giang, Phường 12, Quận 6, TP.HCM. Diện tích 42,6m2, thiết kế gồm 4 Phòng Ngủ, 3WC + bếp. Giá bán pháp lý đầy đủ. Nội thất đầy đủ: Điều hòa, tủ lạnh, giường... Địa điểm xung quanh: - Siêu thị thực phẩm sạch Lekhamart, Siêu thị mẹ & bé Con Cưng. - Công viên Bình Phú, Công viên Phú Lâm, Công viên Bãi Sậy. - Bệnh viện Bình Phú, Bệnh viện chuyên khoa ngoại thần kinh quốc tế. - Trường mầm non Bình Minh. Liên hệ ngay để được tư vấn miễn phí: Lan Ngọc 0902852967 Thu gọn Liên hệ: SĐT 1 090 285 **** Hiện số",,,,,,,,
306317295,11,"Bán nhà lô góc tại Phạm Văn Chí, 3,8 tỷ, 24m2, 2PN, hẽm rộng , hẽm thông 3m ra Bình Tiên","3,8 tỷ",3.8,"158,33 triệu/m²",24,N/A,"Q. 6, Tp. Hồ Chí Minh",3,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306317295,"Nhà riêng tọa lạc tại Phạm Văn Chí, Quận 6, Hồ Chí Minh, với diện tích 24m2, 2PN và 2WC, đang được bán với mức giá 3,8 tỷ VND. + Pháp lý đầy đủ + Khu vực yên tĩnh, phù hợp để ở Tiện ích xung quanh: + Bệnh viện Bình Phú + Công viên Bình Phú, Công viên Lò Gốm, Công viên Bãi Sậy + Siêu thị Bách Hóa Xanh Phạm Phú Thứ, Co.op Food Chợ Lớn + Trường Mầm Non Rạng Đông 11A Liên hệ ngay để biết thêm chi tiết và đặt lịch xem nhà qua số điện thoại 0908110391 hoặc liên hệ với Hạnh Nguyễn. Thu gọn Liên hệ: SĐT 1 090 811 **** Hiện số",,,,,,,,
306321363,11,"Bán cặp nhà đôi 2 mặt tiền trước sau ngang 8m ở cxpl d, quận 6. giá 18 tỷ",18 tỷ,18.0,"160,71 triệu/m²",112,N/A,"Đ. Cư Xá Phú Lâm D, P. 10, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306321363,"- Có khách trả 17 tỷ rồi nhưng chủ muốn bán giá 18 tỷ bớt lộc - Hàng hiếm 2 mặt tiền trước sau - DT: 8 x 14 - KC: 1 trệt, 1 lầu - LH: 0916014161 - Thi Liên hệ: SĐT 1 091 601 **** Hiện số",,,,,,,,
306317145,11,"Nhà Q6 gần vòng xoay, chợ Phú Lâm, vài bước ra hẻm xe tải,nhà đẹp vô ở ngay đón tết 2026, hẻm thông","4,4 tỷ",4.4,88 triệu/m²,50,N/A,"Đ. Bà Hom, P. 14, Q. 6, Tp. Hồ Chí Minh",2,2,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306317145,"+ Nhà mới đón Tết 2026. + Kết cấu 2 tầng, nhà nở hậu 4.7m. + 2 Phòng ngủ 2 WC. + Hẻm trước nhà rộng rãi, vài bước chân ra hẻm nhựa xe hơi né nhau. + Sổ hoàn công đủ. Liên hệ: SĐT 1 094 126 **** Hiện số Thông tin chi tiết Mặt tiền 3m Ưu điểm BĐS Đất vuông - nở hậu",3m,,,Đất vuông - nở hậu,,,,
306315536,11,"Bán nhà hẽm tại Hậu Giang, giá Hot 2,5 tỷ, 23m2, 2PN, 2WC, Quận 6, HCM","2,5 tỷ",2.5,"108,7 triệu/m²",23,N/A,"Đ. Hậu Giang, Q. 6, Tp. Hồ Chí Minh",2,2,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306315536,"Nhà hẽm này tọa lạc tại đường Hậu Giang, Quận 6, TP.HCM, là một lựa chọn lý tưởng cho những ai đang tìm kiếm một không gian sống thoải mái và tiện nghi. - Diện tích: 23m2, phù hợp cho gia đình nhỏ. - Số phòng ngủ: 2PN, rộng rãi và thoáng đãng. - Số toilet: 2WC, thuận tiện cho sinh hoạt hàng ngày. - Giá bán: 2,5 tỷ VND, hợp lý cho khu vực. Điểm nổi bật của căn nhà này là thiết kế phong thủy tốt, mang lại không khí trong lành và tài lộc cho gia chủ. Từ đó, giúp nâng cao chất lượng cuộc sống. Khu vực xung quanh: + Bệnh viện chuyên khoa ngoại thần kinh quốc tế và bệnh viện Bình Phú gần đó. + Siêu thị Mẹ & Bé Con Cưng, siêu thị thực phẩm sạch Lekhamart và Co.op Food Chợ Lớn. + Công viên Bãi Sậy, công viên Bình Phú và công viên Phú Lâm, thích hợp cho các hoạt động ngoài trời. + Trường mầm non Bình Minh, trường mầm non Rạng Đông 11A và trường mẫu giáo Hương Sen. Liên hệ để biết thêm chi tiết qua số điện thoại 0908110391 và gặp Hạnh Nguyễn. Thu gọn Liên hệ: SĐT 1 090 811 **** Hiện số",,,,,,,,
306319381,11,8tỷ200 - 48m2 - 3PN - 3WC - nội khu Bình Phú nhà mới ở ngay,"8,2 tỷ",8.2,"170,83 triệu/m²",48,N/A,"Đ. Bình Phú, P. 10, Q. 6, Tp. Hồ Chí Minh",8,8,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306319381,"Khu Bình Phú view công viên ngay cạnh trường học - 4x12m - 3 tầng - nhà mới ở ngay. Mô tả: - View công viên khu Bình Phú, gần 3 trường học lớn. - Diện tích: 4x12m, đường 12m lề 3m. - Kết cấu: 1 trệt 2 lầu sân thượng, 3PN, 3WC. Nhà rất mới ở ngay. - Pháp lý chuẩn. - Giá 8.2 tỷ thương lượng. Liên hệ: SĐT 1 070 857 **** Hiện số Thông tin chi tiết Mặt tiền 4m",4m,,,,,,,
306319325,11,Giá tốt chỉ 3tỷ1 sở hữu nhà 80m2 đường Nguyễn Đình Chi-P9-Q6 gần chợ Minh Phụng. Đang cho thuê 22tr,"3,1 tỷ",3.1,"38,75 triệu/m²",80,N/A,"Đ. Nguyễn Đình Chi, P. 9, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306319325,"Nhà ngộp cần bán gấp chỉ 3tỷ100. Nhà đang cho thuê 22 triệu/tháng - hợp đồng lâu dài. * Vị trí: Đường Nguyễn Đình Chi - Phường 9 - Quận 6, gần chợ Minh Phụng, khu dân trí cao. - Giá 3tỷ100. - Diện tích: 5m x 16m (80m2) vuông vức. - Kết cấu: 1 Trệt - 2 Lầu - sân thượn (đúc bê tông cốt thép). Gồm: 4 phòng ngủ - 5 nhà vệ sinh - phòng khách rộng,... - Sổ hoàn công đủ - sang tên liền. Liên hệ 0909508974 gặp em Trí để xem nhà trực tiếp (hỗ trợ miễn phí). Liên hệ: SĐT 1 090 950 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Dân trí cao",,,,Dân trí cao,,,,
306307017,11,91m2 (5.4x17m) 2 tầng BTCT hẻm 1/ 4m hẻm cụt cách mặt tiền Hậu Giang Q6 chỉ 20m chỉ hơn 5 tỷ còn TL,"5,75 tỷ",5.75,91m2 (5.4x17m) 2 tầng btct hẻm 1/ 4m hẻm cụt cách mặt tiền hậu giang q6 chỉ 20m chỉ hơn 5 tỷ còn tl,91,N/A,"Đ. Hậu Giang, P. 12, Q. 6, Tp. Hồ Chí Minh",2,2,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306307017,"Hậu Giang Q6 - hẻm 1/ 4m hẻm cụt cách mặt tiền 20m 2 tầng BTCT 2PN, 91m2 (5.4x17m) chỉ 5.75 tỷ còn thương lượng. Kết cấu 1 trệt, 1 lầu bê tông, ban công thoáng mát, 2 phòng ngủ rộng thoáng, có thể thêm phòng, 2 toilet. Khu dân cư. Nhà còn chắc chắn, chỉ 1 thùng sơn là như mới, mua ở hoặc cho thuê giữ tiền, phù hợp xây mới tùy nhu cầu sử dụng. Vị trí đẹp - cách mặt tiền chỉ 20m, hẻm ba gác, trước nhà sân rộng rãi để xe thoải mái, gần chợ, ngân hàng, nhiều trường tiểu học, trung học, tiện ích đầy đủ. Sổ sách pháp lý hoàn công đầy đủ, công chứng trong ngày. Thu gọn Liên hệ: SĐT 1 096 626 **** Hiện số Thông tin chi tiết Mặt tiền 5,4m Ưu điểm BĐS Xây mới","5,4m",,,Xây mới,,,,
306311601,11,"Bán chung cư Asiana Capella Quận 6, Hồ Chí Minh 1/2026",N/A,,N/A,,N/A,Asiana Capella,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306311601,N/A,,,,,,,,
306319946,11,"Bán chung cư Asiana Capella Quận 6, Hồ Chí Minh 1/2026",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306319946,N/A,,,,,,,,
306319771,11,"Bán căn hộ chung cư D-Homme Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306319771,N/A,,,,,,,,
306317654,11,"Bán căn hộ chung cư Khu căn hộ cao cấp An Phú (An Phú Apartment) Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306317654,N/A,,,,,,,,
306319664,11,"Bán chung cư Quận 6, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306319664,N/A,,,,,,,,
306315958,11,Mặt tiền chợ lớn - nhà 5 tầng cực rộng - gần bv bình phú - sổ chsinh chủ - doanh thu ~1.2 t.ỷ/năm,32 tỷ,32.0,"340,43 triệu/m²",94,N/A,"P. 11, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306315958,"- DT: 94m2 | 1 trệt - 1 lửng - 3 lầu - 1 sân thượng | sổ riêng chính chủ - Thuận tiện KD đa ngành - đang cho thuê hơn 1.2 t.ỷ/năm - Vị trí: mặt tiền đường Ch.ợ Lớn, gần bệnh viện, phòng khám, trường học, spa,... Liên hệ: SĐT 1 077 767 **** Hiện số",,,,,,,,
306319372,11,"Bán căn hộ chung cư D-Homme Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306319372,N/A,,,,,,,,
306319339,11,"Bán căn hộ chung cư D-Homme Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306319339,N/A,,,,,,,,
306319038,11,"Bán chung cư Quận 6, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306319038,N/A,,,,,,,,
306318413,11,"Bán nhà mặt phố 45/88/14F Bình Tiên, 5,4 tỷ, 82m2, 2PN, 2WC, Q6, HCM","5,4 tỷ",5.4,"bán nhà mặt phố 45/88/14f bình tiên, 5,4 tỷ, 82m2, 2pn, 2wc, q6, hcm",41,N/A,"Đ. Bình Tiên, P. 7, Q. 6, Tp. Hồ Chí Minh",45,45,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306318413,"Nhà mặt phố 45/88/14F Bình Tiên, p 7, Q6, HCM đang chờ chủ mới. Diện tích 82m2 CN 41m2, lý tưởng cho việc kinh doanh hoặc làm nơi ở. Ngôi nhà có thiết kế 2 tầng, 2PN và 2WC, nội thất cơ bản, sẵn sàng để dọn vào. Mặt tiền rộng 5m, cực kỳ phù hợp để mở cửa hàng hoặc văn phòng. Pháp lý đầy đủ, đảm bảo an tâm cho người mua. Giá bán 5,4 tỷ. Tiện ích xung quanh: + Bệnh viện Bình Phú. + Công viên Bãi Sậy, Công viên Lê Lợi, Công viên Bình Phú. + Siêu thị Bách Hóa Xanh Phạm Phú Thứ. + Trường mẫu giáo Hương Sen. Liên hệ ngay Lai Kiện Trấn qua số 0766111385 để biết thêm chi tiết! Thu gọn Liên hệ: SĐT 1 076 611 **** Hiện số Thông tin chi tiết Mặt tiền 5m Ưu điểm BĐS Mặt tiền rộng",5m,,,Mặt tiền rộng,,,,
306318246,11,"Bán căn hộ chung cư D-Homme Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306318246,N/A,,,,,,,,
306318136,11,"Bán chung cư Quận 6, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306318136,N/A,,,,,,,,
306317755,11,"Bán căn hộ chung cư Căn hộ Him Lam Chợ Lớn Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306317755,N/A,,,,,,,,
306317651,11,"Bán căn hộ chung cư D-Homme Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306317651,N/A,,,,,,,,
306317544,11,Biệt Thự Mi Ni Tân Hoà Đông - 154M2 - Gần Mặt Tiền Tân Hoà Đông Chợ Phú Lâm. Chủ Gấp Bán Đi Cu Ba,"11,99 tỷ",11.99,"77,86 triệu/m²",154,N/A,"Đ. Tân Hòa Đông, P. 13, Q. 6, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-biet-thu-lien-ke-quan-6-ho-chi-minh-i1423/306317544,"- Nhà 3 mặt hẻm, phía trước nhà 3 tầng. - Hiện đang cho thuê toàn bộ, đều đều hơn 30 triệu bỏ túi hàng tháng. - Vị trí hot, vài căn ra mặt tiền Tân Hoà Đông, gần Vòng xoay Phú Lâm - Nhà Còn mới đẹp đúc BTCT cứng cáp Liên hệ: SĐT 1 093 809 **** Hiện số",,,,,,,,
306317390,11,"Bán căn hộ chung cư D-Homme Quận 6, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-6-ho-chi-minh-i1423/306317390,N/A,,,,,,,,
306314172,11,"Mặt tiền nội bộ khu Bình Phú 2 P10 Q6, cách Võ Văn Kiệt 50m, 4x15m (60m2), đường trước nhà 12m","8,9 tỷ",8.9,"148,33 triệu/m²",60,N/A,"P. 10, Q. 6, Tp. Hồ Chí Minh",3,3,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-6-ho-chi-minh-i1223/306314172,"Giá: 8tỷ9 thương lượng MẶT TIỀN NỘI BỘ KHU BÌNH PHÚ 2 P10 Q6, CÁCH VÕ VĂN KIỆT 50m DT : 4 x 15m (60m2) DTSD : 125.6m2 Trệt, 1 lầu sân thượng (3 phòng ngủ, 2WC) Gần công viên, trường học Bình Phú và Nguyễn Thái Bình, đường trước nhà 12m, khu vực an ninh, không ngập nước,... LH : 0909198331ÂN) Liên hệ: SĐT 1 090 919 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Giáp vườn hoa công viên",,,,Giáp vườn hoa công viên,,,,
