id,Page,Title,Price_Raw,Price_Billion,Price_per_m2,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description,Mặt tiền,Chiều sâu,Mức độ giao dịch,Tiện ích,Ưu điểm BĐS,Hướng ban công
306317519,3,"Bán biệt thự Huyện Cần Giờ, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306317519,N/A,,,,,,
306308287,3,"Chính chủ bán 89.3m2 thổ cư, đường 3m (quy hoạch 6m), cách đường Rừng Sác 200m, bến Bình Khánh 2km","2,7 tỷ",2.7,"30,24 triệu/m²",89.3,Huyện  Cần Giờ,"Đ. Rừng Sác, X. Bình Khánh, H. Cần Giờ, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306308287,"Chính chủ bán 89.3m2 có 82.2m2 thổ cư, đường 3m (quy hoạch 6m), Vị trí: - Cách mặt đường Rừng Sác 200m. - Cách bến phà Bình Khánh 2km. Pháp lý: Sổ hồng chính chủ. Diện tích & mục đích sử dụng. - Thổ cư lâu dài: 82.2m2. - Trồng cây hàng năm (đã gia hạn đến 2074): 7.1m2. - Mặt tiền 5.7m, ô đất vuông vắn, 2 mặt tiền. Giá bán: 2.7 tỷ. Liên hệ: SĐT 1 098 820 **** Hiện số Thông tin chi tiết Mặt tiền 5,7m Ưu điểm BĐS Đất vuông - nở hậu","5,7m",,,,Đất vuông - nở hậu,
306314455,3,"Chỉ 10,9 tỷ sở hữu nhà phố liền kề khu Cosmo Bay - Vinhomes Cần Giờ","10,9 tỷ",10.9,"174,4 triệu/m²",62.5,Huyện  Cần Giờ,"Tt. Cần Thạnh, H. Cần Giờ, Tp. Hồ Chí Minh",4,4,30/12/2025,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306314455,"CĂN LIỀN KỀ VÀNG HIẾM CÓ TẠI VINHOMES CẦN GIỜ NẰM GẦN KHU CLARK QUAY NGAY TRỤC ĐƯỜNG HUYẾT MẠCH TOÀN DỰ ÁN Bạn đang tìm một sản phẩm vừa giữ tài sản vừa tạo dòng tiền vừa đón sóng du lịch biển Cần Giờ? Đây chính là căn AS25-05 vị trí lõi mà giới đầu tư săn tìm. THÔNG TIN CHI TIẾT: Loại hình: Nhà phố liền kề Diện tích: 62,5m² Diện tích xây dựng: 193,3m2 Vị trí: Khu Clark Quay trung tâm mua sắm, ẩm thực, giải trí sôi động bậc nhất dự án Mặt tiền trục đường huyết mạch, lưu lượng cư dân du khách nghỉ dưỡng cực lớn Thiết kế đa tầng, tối ưu kinh doanh, cho thuê, khai thác lâu dài Giá bán: 10,9TỶ (gồm VAT & KPBT) Inbox em Linh 0795356864 ngay để xem mặt bằng chi tiết, phân tích ngành kinh doanh phù hợp & phương án khai thác hiệu quả nhất. Thu gọn Liên hệ: SĐT 1 079 535 **** Hiện số Thông tin chi tiết Mặt tiền 14m Hướng ban công Tây Bắc Ưu điểm BĐS Phân lô liền kề",14m,,,,Phân lô liền kề,Tây Bắc
306313578,3,"Bán biệt thự SONG LẬP Vinhomes Cần Giờ View biển tự nhiên 270m2 - VỊNH TIÊN, vị trí đẹp, giá tốt","32,9 tỷ",32.9,"121,85 triệu/m²",270,Huyện  Cần Giờ,"Vinhomes Green Paradise, X. Long Hòa, H. Cần Giờ, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306313578,"Bán Biệt Thự Song Lập - VỊNH TIÊN Vinhomes Green Paradise Cần Giờ vị trí rất đẹp, không nên bỏ qua cơ hội này. THÔNG TIN CHI TIẾT: Mã căn: VT47-XX - VỊNH TIÊN Giá bán: 32.9 tỷ Diện tích đất: 270 m² Diện tích xây dựng: 442.1 m² Hướng: ĐÔNG BẮC Loại hình: SONG LẬP Tiêu chuẩn bàn giao: Thô Về tổng thể dự án Vinhomes Green Paradise: - Quy mô 2.870ha: Bao quanh bởi rừng ngập mặn UNESCO, vịnh biển và dải bờ cát trắng trải dài. - Thiết kế kiến trúc Âu châu sang trọng, tinh xảo, mỗi biệt thự là một tác phẩm nghệ thuật kết hợp hài hòa giữa tinh hoa cổ điển và tiện ích hiện đại. - Biệt thự biển Cần Giờ không chỉ đơn thuần là nơi ở, mà là biểu tượng quyền lực khẳng định vị thế chủ nhân. Ngoài ra bên em còn quản lý nhiều giỏ hàng độc quyền mua trực tiếp từ Chủ Đầu Tư - Hotline/Zalo: 0913091290 - Phú Quốc Realty. Thu gọn Liên hệ: SĐT 1 091 309 **** Hiện số",,,,,,
306312944,3,"Bán đất 160m2 tại Duyên Hải, Cần Giờ, 6,9 tỷ.Ngay Vin Cần Giờ Dự Án Nỗi bật nhất Tại Cần Giờ","6,9 tỷ",6.9,"43,13 triệu/m²",160,Huyện  Cần Giờ,"Đ. Duyên Hải, Tt. Cần Thạnh, H. Cần Giờ, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306312944,"Đất thổ cư 160m2, pháp lý đầy đủ, giá chỉ 6,9 tỷ VND. Khu vực Duyên Hải, Cần Thạnh, Cần Giờ cực kỳ yên tĩnh và thoáng đãng. Lý tưởng cho những ai muốn tìm một không gian sống gần gũi với thiên nhiên. Không khí trong lành, thích hợp để xây dựng nhà ở hay đầu tư. Phong thủy tốt, giúp mang lại tài lộc và may mắn cho gia chủ. Cơ hội không thể bỏ lỡ cho những ai đang tìm kiếm đất giá hợp lý. Liên hệ ngay để biết thêm chi tiết! 0909317*** Xuân Thảo Liên hệ: SĐT 1 090 931 **** Hiện số",,,,,,
306313746,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306313746,N/A,,,,,,
306313156,3,"Bán căn hộ chung cư Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-can-gio-ho-chi-minh-i1423/306313156,N/A,,,,,,
306313039,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306313039,N/A,,,,,,
306294037,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306294037,N/A,,,,,,
306291203,3,"Bán shophouse, nhà phố thương mại Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,"Shophouse, nhà phố thương mại",,,N/A,https://meeyland.com/ban-shophouse-nha-pho-thuong-mai-can-gio-ho-chi-minh-i1523/306291203,N/A,,,,,,
306311094,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,N/A,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306311094,N/A,,,,,,
306310414,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306310414,N/A,,,,,,
306310153,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306310153,N/A,,,,,,
306310000,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,N/A,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306310000,N/A,,,,,,
306308977,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306308977,N/A,,,,,,
306308937,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306308937,N/A,,,,,,
306308902,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306308902,N/A,,,,,,
306308747,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306308747,N/A,,,,,,
306306943,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306306943,N/A,,,,,,
306307451,3,"Bán đất mặt tiền đường giồng ao, cần giờ diện tích 107m, full thổ cư giá 60 triệu/m","6,42 tỷ",6.42,60 triệu/m²,107,Huyện  Cần Giờ,"Đ. Giống Ao, Tt. Cần Thạnh, H. Cần Giờ, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306307451,"Vị trí đắc địa: Nằm ngay mặt tiền đường Giồng Ao, trung tâm thị trấn Cần Thạnh, gần biển Cần Giờ đối diện khu đô thị lấn biển Vinhome Green Paradise 2870ha, khu dân cư đông đúc, hạ tầng hoàn thiện. Diện tích chuẩn đẹp: 107m² (ngang 5m, dài 21,4m), 100% đất thổ cư, phù hợp xây ở, nghỉ dưỡng, đầu tư, kinh doanh hoặc cho thuê. Tiềm năng tăng giá cao: Giáp các dự án quy hoạch trọng điểm tại Cần Giờ, vị trí mặt tiền giá trị hiếm cơ hội đầu tư sinh lời tốt. Pháp lý minh bạch: Sổ hồng riêng, chính chủ, sang tên công chứng nhanh gọn trong ngày. Giá cần bán gấp: 60 triệu/m², còn thương lượng cho khách thiện chí mua nhanh. Liên hệ xem đất: 0902427886 Sơn Trần Làm việc trực tiếp chính chủ Có hợp tác anh chị em môi giới! xem hình sổ tại link bài đăng : https://cangioland.vn/bds/ban-dat-tho-cu-mat-tien-duong-giong-ao-96m2-cg243/ Thu gọn Liên hệ: SĐT 1 090 242 **** Hiện số Thông tin chi tiết Mặt tiền 5m",5m,,,,,
306307628,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306307628,N/A,,,,,,
306306375,3,"2.5 TỶ - Bán gấp đất Đ. Tắc Xuất, Cần Thạnh gần DA Vingroup Cần Giờ, SHR. DT: 150m2","2,5 tỷ",2.5,"16,67 triệu/m²",150,Huyện  Cần Giờ,"Đ. Tắc Xuất, Tt. Cần Thạnh, H. Cần Giờ, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306306375,"Kẹt tiền bán gấp 5 nền KDC ngay đường Tắc Xuất, thị trấn Cần Thạnh, Cần Giờ, HCM - ngay siêu dự án lấn biển Vingroup và siêu cảng biển cần giờ. - Đường 10m, sổ hồng riêng. - Giỏ hàng đất nền full thổ cư, khu phân lô bàn cờ. - Cách biển chỉ vài trăm mét, thị Trấn Cần Thạnh, Cần Giờ. - Diện tích: 80m2 - 100m2 - 150m2 - 200m2. - Giá bán: 2.5 Tỷ - Pháp lý: Sổ hồng riêng sang tên nhanh. Liên hệ em Diệu Nhi: 0896994609 chuyên đất Cần Giờ. Liên hệ: SĐT 1 089 699 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Phân lô liền kề",,,,,Phân lô liền kề,
306304882,3,"Thanh lý 15 nền cuối năm ngay KDC Giồng Ao , Cần Giờ. DT 100-150m2 -Sổ sẵn - GIÁ 2,5 - 3,5 TỶ","2,5 tỷ",2.5,25 triệu/m²,100,Huyện  Cần Giờ,"Đ. Tắc Xuất, Tt. Cần Thạnh, H. Cần Giờ, Tp. Hồ Chí Minh",,,28/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306304882,"Đất nền tại Giồng Ao, Thị trấn Cần Thạnh, Cần Giờ, Hồ Chí Minh, với diện tích 100m². Đường vào rộng 20m, mặt tiền 4m, phù hợp cho nhiều mục đích sử dụng. - Giá: 2,5tỷ - 3,5 tỷ VND. - Pháp lý đầy đủ, tạo sự yên tâm cho khách hàng. - Đất có vị trí đẹp, thuận lợi cho việc kinh doanh hoặc xây dựng nhà ở. Mặt tiền rộng, dễ dàng tiếp cận, thích hợp cho việc buôn bán, đầu tư. Đặc biệt, phong thủy tốt, mang lại tài lộc cho gia chủ. Địa điểm tiện ích xung quanh: + Siêu thị Bách hóa Xanh 375/2 Đào Cử. + Trường THCS Cần Thạnh. Thu gọn Liên hệ: SĐT 1 090 363 **** Hiện số Thông tin chi tiết Mặt tiền 5m Ưu điểm BĐS Mặt tiền rộng",5m,,,,Mặt tiền rộng,
306289716,3,"Bán đất La Maison De Cần Giờ Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Đất,,,N/A,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306289716,N/A,,,,,,
306304774,3,"Bán đất mặt tiền đường Tắc Xuất Cần Giờ, diện tích 90m2, full thổ cư, gần Vin Cần Giờ, giá 6,6 tỷ","6,6 tỷ",6.6,"73,33 triệu/m²",90,Huyện  Cần Giờ,"Đ. Tắc Xuất, Tt. Cần Thạnh, H. Cần Giờ, Tp. Hồ Chí Minh",,,28/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306304774,"Vị trí trục đường chính kết nối dự án lấn biển Vingroup Lô đất nằm mặt tiền đường Tắc Xuất, vị trí trung tâm, gần ngã tư Tắc Xuất Duyên Hải, kết nối nhanh ra biển. Khu vực hưởng lợi trực tiếp từ dự án lấn biển Vinhomes Green Paradise Cần Giờ, tiềm năng tăng giá mạnh trong giai đoạn phát triển hạ tầng du lịch. Diện tích full thổ cư Diện tích: 90 m² Kích thước: Ngang 4,66m Dài 21m Loại đất: Full đất ở Lộ giới: Đã trừ hết lộ giới (đường Tắc Xuất quy hoạch 30m) Phù hợp xây nhà ở, kinh doanh , cho thuê hoặc đầu tư giữ tài sản Hiện trạng & pháp lý Đất đã san lấp cao ráo, làm hàng rào kiên cố Sổ hồng riêng, chính chủ Công chứng, sang tên nhanh trong ngày Giá bán Tổng giá: 6,6 tỷ thương lượng cho khách thiện chí Liên hệ xem đất: 0902427886 Sơn Trần Làm việc trực tiếp chính chủ có hợp tác với anh chị em môi giới Chi tiết xem tại link bài đăng : https://cangioland.vn/bds/ban-dat-mat-tien-duong-tac-xuat-can-gio-90-dt030/ Thu gọn Liên hệ: SĐT 1 090 242 **** Hiện số Thông tin chi tiết Mặt tiền 4,66m Ưu điểm BĐS Vị trí trung tâm","4,66m",,,,Vị trí trung tâm,
306305252,4,"Căn Hộ View Biển Giá Tốt tại Vinhomes Cần Giờ căn hộ 1PN+ 49m² giá chỉ từ 2,5 tỷ.","2,5 tỷ",2.5,"50,51 triệu/m²",49.5,Huyện  Cần Giờ,"Tt. Cần Thạnh, H. Cần Giờ, Tp. Hồ Chí Minh",1,3,28/12/2025,https://meeyland.com/ban-can-ho-chung-cu-can-gio-ho-chi-minh-i1423/306305252,"VINHOMES GREEN PARADISE THIÊN ĐƯỜNG BIỂN CẦN GIỜ Siêu đô thị biển đẳng cấp quốc tế Sở hữu lâu dài Tiềm năng tăng giá mạnh Bạn đang tìm kiếm: - Không gian sống nghỉ dưỡng chuẩn 5 - Đô thị quy mô khủng tiện ích All-in-One - Vị trí chiến lược hạ tầng bứt tốc giá trị đầu tư bền vững - Tất cả hội tụ tại Vinhomes Green Paradise Cần Giờ Tiến Anh 0377794721Zalo 24/7) LỢI THẾ VƯỢT TRỘI - Đại đô thị biển quy mô ~2.847 ha mật độ xây dựng chỉ ~17% - Chuỗi tiện ích tầm cỡ quốc tế: biển hồ nước mặn 800ha, Vincom Mega Mall, công viên giải trí, sân golf, khu tài chính thương mại, bến du thuyền 5 - Hạ tầng đột phá: Cầu Cần Giờ tuyến Metro / đường sắt tốc độ cao kết nối trung tâm chỉ còn ~13 phút (dự kiến) - Sản phẩm đa dạng: Căn hộ Shophouse Biệt thự Penthouse - Sở hữu lâu dài giá trị sinh lời vượt trội CƠ HỘI VÀNG DÀNH CHO KHÁCH HÀNG SỚM - Chính sách ưu đãi hấp dẫn - Nhận giữ chỗ ưu tiên chọn sản phẩm đẹp - Tiềm năng tăng giá theo từng giai đoạn phát triển dự án LIÊN HỆ NGAY PKD CHÍNH THỨC Tiến Anh 0377794721Zalo 24/7) Tư vấn nhiệt tình chu đáo Cập nhật giá chính sách mới nhất Hỗ trợ xem dự án & đầu tư hiệu quả. Thu gọn Liên hệ: SĐT 1 037 779 **** Hiện số Thông tin chi tiết Hướng ban công Đông Nam",,,,,,Đông Nam
306294112,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306294112,N/A,,,,,,
306299460,4,Nền biệt thự Phước Lộc 2 mặt tiền trước - sau view sông giá chỉ 30tr/m2. LH : 0901004567,"16,5 tỷ",16.5,nền biệt thự phước lộc 2 mặt tiền trước - sau view sông giá chỉ 30tr/m2. lh : 0901004567,550,Huyện  Cần Giờ,"Đ. Lương Văn Nho, X. Long Hòa, H. Cần Giờ, Tp. Hồ Chí Minh",,,28/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306299460,Cần bán nền biệt thự 2 mặt tiền trước - sau mặt trước view công viên mặt sau view đường 16m nhìn qua sông và rừng. Diện tích : 550m2 Hướng : Tây Nam - Đông Bắc . Giá : 30tr/m2 Thích hợp cho quý Anh Chị hợp hướng Tây Tứ Trạch làm nhà vườn nghĩ dưỡng. A./C quan tâm liên hệ : 0901004567 Liên hệ: SĐT 1 090 100 **** Hiện số,,,,,,
306302278,4,"Chính chủ cần bán lô 555,3m2 MT đường Cá Sức, Bình Khánh, Cần Giờ giá chỉ 2.5 tỷ","2,5 tỷ",2.5,"4,5 triệu/m²",555.3,Huyện  Cần Giờ,"X. Bình Khánh, H. Cần Giờ, Tp. Hồ Chí Minh",,,28/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306302278,"Bán đất MT đường Cá Sức, Bình Khánh Cần Giờ. - Diện tích 555,3m (ngang 20mx dài 27.5m) nên đất có bề ngang cực đẹp và vuông vức. Đất lúa nước còn lại. - Mặt tiền đường bê tông 3m. Đường Cá Sức hiện đầu đường chưa thông, cầu đã làm cầu lớn mà chưa giải phóng được khúc đầu đường Rừng Sắc nên đầu đường vào hơi lắt léo. Sau thông thì đường ô tô chạy thẳng từ Rừng Sắc hoặc đi đường Hà Quang Vóc nối dài. - Đất đã san lấp. Giá 2.5 tỷ trọn sổ. TL chút cho khách mua nhanh. Tel mình để thương lượng và thông tin chi tiết nhé: Huyền: 0906303486 Thu gọn Liên hệ: SĐT 1 090 630 **** Hiện số Thông tin chi tiết Mặt tiền 20m",20m,,,,,
306283429,4,"Bán shophouse, nhà phố thương mại Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,"Shophouse, nhà phố thương mại",,,N/A,https://meeyland.com/ban-shophouse-nha-pho-thuong-mai-can-gio-ho-chi-minh-i1523/306283429,N/A,,,,,,
306281960,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Vinhomes Green Paradise,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306281960,N/A,,,,,,
306302755,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306302755,N/A,,,,,,
306297157,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306297157,N/A,,,,,,
306301814,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306301814,N/A,,,,,,
306279601,4,"Bán đất mặt tiền tam thôn hiệp + mặt tiền sông lòng tàu gần 4ha giá 420 tỷ | cần giờ, tp.hcm",420 tỷ,420.0,"14,03 triệu/m²",29.937,Huyện  Cần Giờ,"Đ. Tam Thôn Hiệp, X. Tam Thôn Hiệp, H. Cần Giờ, Tp. Hồ Chí Minh",,,27/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306279601,"Tam Thôn Hiệp, Cần Giờ Vị trí chiến lược vừa mặt tiền đường lớn Tam Thôn Hiệp, vừa mặt tiền sông Lòng Tàu, cực hiếm cho đầu tư dài hạn khu sinh thái nghỉ dưỡng logistics đường thủy. Thông tin quỹ đất: Tổng diện tích sổ: 29.937 m Diện tích thực tế: ~ 4 hecta Pháp lý: Đất ở tại nông thôn thổ cư Số lượng sổ: 03 sổ riêng Chi tiết từng sổ: 1. 1.267 m đất ở tại nông thôn 2. 12.282 m đất ở tại nông thôn 3. 16.388 m đất ở tại nông thôn Lợi thế nổi bật: Mặt tiền đường Tam Thôn Hiệp: gần 100m Mặt tiền sông Lòng Tàu: khoảng 135m bờ sông lớn, tàu bè lưu thông Thế đất đẹp, vuông vức, quy mô lớn rất hiếm tại Cần Giờ Phù hợp: Khu nghỉ dưỡng sinh thái resort ven sông Khu du lịch bến du thuyền Trung tâm logistics kho bãi đường thủy Đầu tư tích sản dài hạn theo quy hoạch Cần Giờ Giá bán: 420 TỶ (Thương lượng trực tiếp cho khách đầu tư thiện chí) Vị trí Google Maps: https://maps.app.goo.gl/5gxqQFGgDB2t7VFh6 Liên hệ xem đất & làm việc chính chủ: Mr. Hoà Lê GreenHouse Agency Chuyên đất lớn BĐS đầu tư quỹ đất ven sông TP.HCM Hotline: 0907894503 Email: hoalegd@gmail.com Website: greenhouseagency.vn Thu gọn Liên hệ: SĐT 1 090 789 **** Hiện số",,,,,,
306298785,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,N/A,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306298785,N/A,,,,,,
306299479,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306299479,N/A,,,,,,
306294338,4,"Bán đất La Maison De Cần Giờ Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Đất,,,N/A,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306294338,N/A,,,,,,
306296471,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306296471,N/A,,,,,,
306291158,4,Đón đầu làn sóng đầu tư bds gần Vingroup Cần Giờ chỉ từ 25 triệu / m2 SHR cách Vin chỉ 200m,"2,5 tỷ",2.5,đón đầu làn sóng đầu tư bds gần vingroup cần giờ chỉ từ 25 triệu / m2 shr cách vin chỉ 200m,100,Huyện  Cần Giờ,"Tt. Cần Thạnh, H. Cần Giờ, Tp. Hồ Chí Minh",,,26/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306291158,"Đầu tư đón đầu siêu dự án lấn biển của Vingroup pháp lý chuẩn, mua bán ngay. Đất nền tại Giồng Ao, Cần Thạnh, Cần Giờ, Hồ Chí Minh, pháp lý đầy đủ. + Diện tích đa dạng 100m² - 250m². + Hạ tầng hoàn thiện: Đường nội khu trải nhựa rộng 5m - 12m, điện âm, nước máy, vỉa hè. + Pháp lý đầy đủ, công chứng trong ngày. + Giá từ 25tr - 40tr/m2. Liền kề siêu dự án lấn biển của tập đoàn VinGroup, đầu tư sinh lời theo tập đoàn lớn hưởng trọn tất cả tiện ích nơi này. - Hình thức thanh toán: + Thanh toán 95% sang tên công chứng ngay. + Thanh toán tối thiểu 40%, phần còn lại vay ngân hàng giải ngân trong vòng 7 ngày hoặc trả chậm trong vòng 3 tháng không lãi suất. Liên hệ trực tiếp 0775502711 Hà Nhi. Thu gọn Liên hệ: SĐT 1 077 550 **** Hiện số Thông tin chi tiết Mặt tiền 5m Ưu điểm BĐS Phân lô liền kề",5m,,,,Phân lô liền kề,
306289433,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306289433,N/A,,,,,,
306294958,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",N/A,,N/A,,N/A,Biệt thự liền kề,,,N/A,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306294958,N/A,,,,,,
306295452,4,"Bán đất nền 170m2 giá tốt tại Nguyễn Công Bao, Tam Thôn Hiệp, Cần Giờ, HCM",6 tỷ,6.0,"35,29 triệu/m²",170,Huyện  Cần Giờ,"Đ. Nguyễn Công Bao, X. Tam Thôn Hiệp, H. Cần Giờ, Tp. Hồ Chí Minh",,,26/12/2025,https://meeyland.com/ban-dat-can-gio-ho-chi-minh-i1123/306295452,"Đất nền nằm tại vị trí đắc địa, khu vực Tam Thôn Hiệp, Cần Giờ, Hồ Chí Minh với diện tích 170m2, giá 6 tỷ VND. + Diện tích rộng 170m2, phù hợp cho xây dựng nhà ở hoặc đầu tư. + Mặt tiền rộng 8m, thuận lợi cho kinh doanh hoặc xây dựng biệt thự. + Pháp lý đầy đủ, đảm bảo an toàn cho giao dịch. + Khu vực yên tĩnh, thoáng mát, thích hợp cho cuộc sống an lành. Điểm đặc biệt: + Phong thủy tốt, mang lại tài lộc cho gia chủ. + Mặt tiền rộng, dễ dàng cho các hoạt động kinh doanh. Liên hệ để biết thêm chi tiết: 0976218959 Hồng Nhung . Thu gọn Liên hệ: SĐT 1 097 621 **** Hiện số Thông tin chi tiết Mặt tiền 8m Ưu điểm BĐS Mặt tiền rộng",8m,,,,Mặt tiền rộng,
