id,Page,Title,Price_Raw,Price_Billion,Price_per_m2,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description,Mặt tiền,Chiều sâu,Mức độ giao dịch,Ưu điểm BĐS,Tiện ích,Nội thất,Hướng ban công
306288291,11,"Quận 11, nhà mới tinh đường Lạc Long Quân, P5, 3PN, hẻm xe tải tới nhà, giá chỉ 4,980 tỷ","4,98 tỷ",4.98,"131,05 triệu/m²",38,N/A,"Đ. Lạc Long Quân, P. 5, Q. 11, Tp. Hồ Chí Minh",11,3,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306288291,"Quận 11 - nhà đẹp - mới 100% full nội thất - giá chỉ 4 tỷ 980 triệu TL. DT: 3,4 x 12m. DTCN 38m, Sàn 56,5m, Kết cấu: 1 trệt, 1 lầu, 3PN (có phòng dưới trệt), 2WC. Nhà hẻm 1/ Lạc Long Quân, P5, Q11, hẻm xe tải tới nhà. Hướng: Đông Bắc. Giá: 4,98tỷ tl. Xem nhà 0938891423 Liên hệ: SĐT 1 093 889 **** Hiện số",,,,,,,
306288109,11,"Giảm sâu 500tr, nhà hẻm 8m ông ích khiêm q11, 36m2, 2 tầng. giá 5.3 tỷ- kd đỉnh","5,3 tỷ",5.3,"147,22 triệu/m²",36,N/A,"Đ. Ông Ích Khiêm, P. 14, Q. 11, Tp. Hồ Chí Minh",2,2,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306288109,"Vị trí: Hẻm 8m thông, kinh doanh sầm uất đường Ông Ích Khiêm, Phường Phú Thọ, Quận 11 Kết nối nhanh Lạc Long Quân Âu Cơ Ba Tháng Hai Diện tích công nhận: 36m2 (3,8x9m), nở hậu tài lộc Kết cấu: 1 trệt 1 lầu 2 phòng ngủ, 2WC Phù hợp: ở, mở văn phòng, spa, shop online, cho thuê Pháp lý: Sổ hồng riêng, công chứng ngay Tiện ích 1km: Trường học các cấp, UBND phường Chợ Phú Thọ, siêu thị, ngân hàng Gần khu dân cư đông đúc, an ninh Giá mới chỉ 5.3 tỷ còn thương lượng Liên hệ: Thái Lê 0398060828 - tận mắt xem nhà. Thu gọn Liên hệ: SĐT 1 039 806 **** Hiện số Thông tin chi tiết Mặt tiền 3,8m Ưu điểm BĐS Đất vuông - nở hậu","3,8m",,,Đất vuông - nở hậu,,,
306288528,11,"Bán nhà 2 tầng, quận 11, gần vòng xoay Đầm Sen, DTSD 72m2, hẻm ôtô, nhỉnh 5 tỷ","5,4 tỷ",5.4,150 triệu/m²,36,N/A,"Đ. Lạc Long Quân, P. 5, Q. 11, Tp. Hồ Chí Minh",2,,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306288528,"Diện tích & kết cấu: * Kết cấu: 1 trệt + 1 lầu, 2 phòng ngủ. Vị trí: * Hẻm 8m kinh doanh, gần vòng xoay Hòa Bình - Đầm Sen,... Gần trường học, siêu thị, chợ,... * Thuận tiện đi chuyển qua Đường 3/2, gần trường học, Uỷ ban Phường... Pháp lý: Sổ hồng riêng, nở hậu tài lộc, công chứng ngay. Liên hệ: SĐT 1 090 272 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Đất vuông - nở hậu",,,,Đất vuông - nở hậu,,,
306291461,11,Nhà hẻm xe hơi gần 3/2- 4 tầng- không lg- 3pn- cách mặt tiền 20m,"5,35 tỷ",5.35,"178,33 triệu/m²",30,N/A,"Đ. 3/2, P. 1, Q. 11, Tp. Hồ Chí Minh",3,,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306291461,"NHÀ HẺM XE HƠI GẦN 3/2- 4 TẦNG- KHÔNG LG- 3PN- CÁCH MẶT TIỀN 20M - Kết cấu: BTCT 1 trệt 2 lầu sân thượng - Ưu điẻm: gần mặt tiền, hẻm ô tô tải rộng 5m, gần bệnh viện chợ rẫy, Phạm Ngọc Thạch, đại học Kinh Tế, Y Dược, chủ thiện chí bán, khu vực an ninh dân trí Liên hệ: SĐT 1 093 717 **** Hiện số",,,,,,,
306291058,11,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306291058,N/A,,,,,,,
306287718,11,"Bán nhà Lạc Long Quân ( 4 x 18 ) Hẻm 8m sát mặt tiền, 5 tầng vào ở ngay nhỉnh 11 tỷ.","11,9 tỷ",11.9,"165,28 triệu/m²",72,N/A,"Đ. Lạc Long Quân, P. 5, Q. 11, Tp. Hồ Chí Minh",4,4,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306287718,"+ HẺM XE HƠI NGỦ TRONG NHÀ SÁT MẶT TIỀN LẠC LONG QUÂN SÁT BÊN ĐẦM SEN _ CẠNH TRƯỜNG CAO ĐẲNG _ TRUNG TÂM THƯƠNG MẠI Q11 [ 4 X 18 ] NHÀ 5 TẦNG ĐÚC _ SỔ VUÔNG HOÀM CÔNG ĐỦ. + Nhà trệt lửng 2 lầu sân thượng với 4PN vệ sinh khép kin, có thể thêm PN nếu cần. + Vị trí: Sát Mặt tiền Lạc Long Quân, cạnh Trường Cao Đẳng và TTTM(tương lai) bên công viên nước Đầm Sen.. + Nhà phù hợp: Gia đình ở, KD Online, KD văn phòng công ty, Spa, Nail, Phòng khám... + Sổ hồng hoàn công đầy đủ, công chứng ngay. + A/C quan tâm vào zalo em gửi nhiều sản phẩm xem. MST. VThu12. Thu gọn Liên hệ: SĐT 1 090 683 **** Hiện số",,,,,,,
306268528,11,Chính chủ bán nhà q.11 hẻm thông 3 tháng 2 - ngang 6m cực thoáng - chỉ 4.28 tỷ!,"4,28 tỷ",4.28,"158,52 triệu/m²",27,N/A,"Đ. Lò Siêu, P. 12, Q. 11, Tp. Hồ Chí Minh",2,2,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306268528,"CHÍNH CHỦ BÁN NHÀ Q.11 HẺM THÔNG 3 THÁNG 2 - NGANG 6M CỰC THOÁNG - CHỈ 4.28 TỶ! Vị trí: Lò Siêu, P.12, Q.11. Vị trí đắc địa với hẻm thông từ trục đường thương hiệu 3 Tháng 2 sang Lò Siêu, di chuyển cực kỳ thuận lợi. Cách vài căn ra MT đường 3/2, và chỉ 2 căn ra MT đường Lò Siêu Mặt Tiền Hẻm: Hẻm thông thoáng, sạch sẽ, nằm trong khu dân trí cao và an ninh tuyệt đối. Xung quanh đầy đủ chợ, trường học và bệnh viện lớn. Diện tích/Kết cấu: 30m2 (Ngang 6m x Dài 5m) Công nhận 27m2. Kết cấu đúc giả chắc chắn, bề ngang rộng 6m giúp ngôi nhà luôn đón ánh sáng và gió tự nhiên. Đặc điểm nổi bật: Nhà có hành lang thông thoáng, không gian bố trí hợp lý. Khu dân cư hiện hữu, không lo quy hoạch, dọn vào ở ngay được. Giá Chào: 4.28 Tỷ đồng (Còn thương lượng). Phân khúc nhà nhỏ trung tâm Quận 11 dưới 5 tỷ có bề ngang lớn như thế này là rất hiếm. Pháp lý: Sổ hồng chính chủ, hoàn công đầy đủ, pháp lý minh bạch, giao dịch nhanh gọn và an toàn. #BánNhàQuận11 #LòSiêu #HẻmThông #Ngang6m #pham_tuan_bds Liên hệ: Phạm Tuấn : 0948292807Zalo) Thu gọn Liên hệ: SĐT 1 094 829 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Dân trí cao",,,,Dân trí cao,,,
306284053,11,Mặt Tiền Hẻm 10M Kinh Doanh Đông - 5 Tầng Full Mới Xây,10 tỷ,10.0,250 triệu/m²,40,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",4,4,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306284053,"*MẶT TIỀN HẺM 10M KINH DOANH ĐÔNG 5 Tầng Mới Gần chợ Bình Thới #Quân11 *VỊ TRÍ ĐẸP LƯU THÔNG NHIỀU HƯỚNG DT : vuông vức 40m ( 3m4 x 12m ) + Đúc 1 Trệt 1 lửng 2 lầu & sân thượng trước sau ( mái đúc ).Nội Thất 4PN, , giếng trời... *Sổ mới hoàn công 2025 ** 10ty5 TL Mời Lh - Ly Ngọc : 0866556750 #nhaquan11 Biết ơn & trân trọng ! Liên hệ: SĐT 1 086 655 **** Hiện số Thông tin chi tiết Mặt tiền 4m",4m,,,,,,
306287850,11,Nhà 4 tầng 5.5x12m cạnh Đầm Sen. Chỉ 10 tỷ x,10 tỷ,10.0,"151,52 triệu/m²",66,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",4,4,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306287850,"Siêu phẩm ngay Trung tâm Q11- cạnh Đầm Sen - Tân Phú- Q10 * 5.5x12m * nhà thiết kế hiện đại, full nội thất sang trọng. 4PN, 1 phòng thờ,  Khách, Bếp, Ban Công, Thuận tiện khách mua vừa ở vừa kinh doanh,  ... *Pháp lý: sổ hồng riêng, công chứng trong ngày. LH: Mai- xem nhà thực tế Liên hệ: SĐT 1 070 266 **** Hiện số",,,,,,,
306287827,11,[BÁN NHÀ QUẬN 11] Sát mặt tiền 3/2 nhà đẹp vuông A4 giá hiếm khó tìm Đường Trần Quý,"5,3 tỷ",5.3,"203,85 triệu/m²",26,N/A,"Đ. Trần Quý, P. 6, Q. 11, Tp. Hồ Chí Minh",4,4,26/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306287827,"[BÁN NHÀ QUẬN 11] Sát mặt tiền 3/2 nhà đẹp vuông A4 giá hiếm khó tìm Đường Trần Quý Lê Đại Hành Tân Phước 3/2 diện tích 26m² 4 tầng 3.25m x 8m giá 5.3 tỷ Phường 6 Quận 11 Nhà BTCT kiên cố: 1 trệt 2 lầu + sân thượng, 4PN 2WC, có thể cải tạo lại thành 2PN lớn hẻm ba gác 3m sạch đẹp thông thẳng ra 3/2. Vị trí đắc địa gần Lê Đại Hành, Lý Thường Kiệt, sát ranh Quận 5. Sổ vuông vức, hoàn công đầy đủ, pháp lý chuẩn công chứng ngay. Liên hệ: Phạm Tuấn 0948292807z.a.l.o) #banhatranquy #quan11 #nhachinhchu #batdongsansaigon #bannhatrungtam #sohongchinhchu Thu gọn Liên hệ: SĐT 1 094 829 **** Hiện số",,,,,,,
306276231,11,"Lạc long quân 5,3 x 11 đường 8m - ô tô ngủ nhà nhỉnh 10 tỷ .","10,2 tỷ",10.2,204 triệu/m²,50,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",4,4,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306276231,"+ 1/ Lạc Long Quân ngay Vòng Xoay Đầm Sen , Lãnh Binh Thăng , 3/2 sầm uất Trung Tâm . + Gần BV Chợ Rẫy , ĐHYĐ , ĐH Bách Khoa , đường trước nhà 8m xe tải thông vi vu . + Kết cấu 4 tầng 50m2 , Dts 152,7m2 , 4 phòng ngủ rộng thoáng có ban công lấy sáng và 5wc . + Sổ hồng riêng chính chủ , chuẩn pháp lý , giao dịch ngay . + 0911440124 Alo Tuyền xem nhà và làm việc chính chủ . Nhà Thật - Hình Thật - Giá Thật . Liên hệ: SĐT 1 091 144 **** Hiện số Thông tin chi tiết Mặt tiền 8m",8m,,,,,,
306287469,11,"Bán Nhà Hẻm Nhựa 7m, Lạc Long Quân, P.Bình Thới (P3 Cũ), Quận 11, 9.6Tỷ, 40m2(4x10), 6Tầng","9,6 tỷ",9.6,240 triệu/m²,40,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",5,5,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306287469,"- NHÀ ĐẸP - HẺM NHỰA 7M - KHU PHÂN LÔ - GIÁP QUẬN 10, TÂN BÌNH - ĐƯỜNG LẠC LONG QUÂN - P.BÌNH THỚI (P.3 cũ) - Diện tích 40m2 - (4x10) - 6 tầng sân thượng, 5PN, 4WC, nội thất cao cấp, nhà mới vào ở ngay - Tiện ở, cho thuê, kinh doanh, mở văn phòng Công ty - Vị trí l V.I.P, khu toàn nhà cao tầng, an ninh, dân trí cao, thông các đường lớn Bình Thới, Lãnh Binh Thăng, Hoà Bình, CV Đầm Sen - Giá 9,6 tỷ thương lượng - Nhà thật-Giá chính chủ-Pháp lý chuẩn - ĐT/Zalo: Bạch Thư 0937511951 xem nhà Thu gọn Liên hệ: SĐT 1 093 751 **** Hiện số Thông tin chi tiết Mặt tiền 4m Ưu điểm BĐS Dân trí cao, Phân lô liền kề",4m,,,"Dân trí cao, Phân lô liền kề",,,
306283786,11,Căn duy nhất bán MT 281 Lý thường kiệt p15 q10. 4x27 Cn: 110m2. 3 tầng 21.5 tỷ BL,"21,5 tỷ",21.5,"195,45 triệu/m²",110,N/A,"P. Lý Thường Kiệt, P. 15, Q. 11, Tp. Hồ Chí Minh",5,5,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306283786,"BÁN NHÀ LÝ THƯỜNG KIỆT P15, QUẬN 11 | DT DÀI 27M GIÁ TỐT Vị trí: Đường 281 Lý Thường Kiệt, P15, Q11 Khu vực sầm uất, gần Quận 10, Tân Bình, tiện ở kinh doanh cho thuê. Diện tích: 4 x 27m (khuôn đất đẹp, nhà dài hiếm) Kết cấu: 1 trệt 2 lầu Công năng: 5 phòng ngủ 3 WC Nhà chắc chắn, vào ở ngay hoặc cải tạo theo nhu cầu. Giá chào: 23 tỷ Chốt nhanh: 21.5 tỷ (bớt lộc cho khách thiện chí) Pháp lý rõ ràng Khu dân cư đông, thuận tiện kinh doanh nhiều ngành nghề Liên hệ: SĐT 1 077 345 **** Hiện số",,,,,,,
306286742,11,Bán nhà 3 tầng - Ông Ích Khiêm - Quận 11 - 50m2 - Hẻm 4m - nhỉnh 5 tỷ,"5,9 tỷ",5.9,118 triệu/m²,50,N/A,"Đ. Ông Ích Khiêm, P. 10, Q. 11, Tp. Hồ Chí Minh",3,,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306286742,"Mô tả: + Kết cấu: 1Trệt + 1lửng + 1lầu. + Gần KDL Đầm Sen, vòng xoay Ông Ích Khiêm-Hòa Bình, Lạc Long Quân,...gần trường học các cấp, chợ, siêu thị mini... + Pháp lý chuẩn,Sổ hồng riêng,công chứng nhanh gọn. Liên hệ: SĐT 1 090 272 **** Hiện số",,,,,,,
306281057,11,"Bán nhà mặt tiền quận 11 ngay vách quận 10-dt:4x12m, 4 tầng-giá 11.5 tỷ tl","11,5 tỷ",11.5,"239,58 triệu/m²",48,N/A,"Đ. Nguyễn Chí Thanh, P. 1, Q. 11, Tp. Hồ Chí Minh",,,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306281057,"Vị trí nhà mặt tiền tiện kinh doanh nhiều ngành nghề, gần trung tậm, các tuyến đường 3/2, Hồng Bàng giao thông thuận tiện Dt:4x12m vuông vức Kết cấu: 4 Tầng Có hẻm sau thông thoáng Nhà mặt tiền hiếm có trong khu vực, nhà mới dọn vào ở ngay, giá tốt so với thị trường Giá 11.5 Tỷ TL Liên hệ: SĐT 1 091 750 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Giao thông thuận lợi",,,,Giao thông thuận lợi,,,
306286014,11,"Bán nhà riêng 113 Thái Phiên, 9,7 tỷ, 39,6m2, 4PN, 2WC, 3 tầng, hướng Đông","9,7 tỷ",9.7,"244,95 triệu/m²",39.6,N/A,"Đ. Thái Phiên, P. 1, Q. 11, Tp. Hồ Chí Minh",113,113,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306286014,"Nhà riêng tại 113 Thái Phiên, Phường 1, Quận 11, Hồ Chí Minh là một lựa chọn lý tưởng cho những ai tìm kiếm không gian sống thoải mái và tiện nghi. - Diện tích 39,6m2 với 3 tầng, 4 phòng ngủ và 2 phòng tắm. - Giá bán 9,7 tỷ VND, phù hợp với nhu cầu của nhiều gia đình. - Nội thất cơ bản đầy đủ với điều hòa, tủ lạnh, giường... Ưu điểm: - Ngõ vào rộng 16m, thuận tiện cho xe ô tô di chuyển. - Mặt tiền rộng 16m, thích hợp cho việc kinh doanh. - Pháp lý đầy đủ, đảm bảo an tâm cho người mua. Tiện ích xung quanh: - Gần bệnh viện Trưng Vương, bệnh viện Chợ Rẫy, bệnh viện chuyên khoa ngoại thần kinh quốc tế. - Siêu thị Winmart+, Bách hóa xanh Thái Phiên, thực phẩm sạch Lekhamart. - Công viên Dương Đình Nghệ, công viên Chung cư Bình Thới, công viên nước Đầm Sen. - Trường mẫu giáo Hương Sen. Liên hệ để biết thêm thông tin chi tiết và sắp xếp xem nhà qua số điện thoại 0918345851 và liên hệ A Trung. Thu gọn Liên hệ: SĐT 1 091 834 **** Hiện số Thông tin chi tiết Mặt tiền 16m Hướng ban công Đông Ưu điểm BĐS Mặt tiền rộng",16m,,,Mặt tiền rộng,,,Đông
306281962,12,Chính chủ bán lại toà nhà MT Lý Thường Kiệt Quận 11. DT 15 x 22m - hầm - 9 tầng - giá 150 tỷ,150 tỷ,150.0,"454,55 triệu/m²",330,N/A,"P. Lý Thường Kiệt, P. 15, Q. 11, Tp. Hồ Chí Minh",,,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306281962,"Chính chủ bán lại toà nhà mặt tiền thương hiệu Lý Thương Kiệt Quận 11. Diện tích: 15 x 22m - Công nhận: SD 2.200m2. Kết cấu: 1 hầm - 9 tầng nổi hệ thống pccc. Đang rao cho thuê: 700 triệu - tháng. Pháp lý cá nhân. Giá bán: 150 tỷ có thương lượng cho khách thiện chí. Vị trí: Ngay đường 3/2, trường đưa Phú Thọ đoạn cực kỳ đắc địa tập trung nhiều toà nhà văn phòng. Liên hệ: 0906354537 Trung Hậu đàm phán trực tiếp chủ đứng tên sổ. Liên hệ: SĐT 1 090 635 **** Hiện số",,,,,,,
306286532,12,"Bán căn hộ chung cư The Flemington Quận 11, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306286532,N/A,,,,,,,
306286074,12,"Bán Nhà Mặt Tiền Bình Thới, P11, Quận 11 (4x15m) Trệt 4 lầu gần vòng xoay Lê Đại Hành","16,5 tỷ",16.5,275 triệu/m²,60,N/A,"Đ. Bình Thới, P. 11, Q. 11, Tp. Hồ Chí Minh",,,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306286074,"Bán nhà Mặt tiền Bình Thới, trung tâm Quận 11 - gần vòng xoay Lê Đại Hành, Âu Cơ - Diện tích : 4 x 15m - Kết cấu : 1 trệt 4 lầu - Vị trí đầy đủ tiện ích, cách công viên Đầm Sen chỉ 1 km, siêu thị CoopMart, Lotte Mart chỉ 200m. nhà đẹp vào ở ngay hoặc cho thuê thu nhập cao - Sổ hồng, giấy tờ pháp lý đầy đủ, sang tên nhanh chóng - Giá bán: 16,5 tỷ còn thương lượng Liên hệ: 0792081989 em Tâm Liên hệ: SĐT 1 079 208 **** Hiện số",,,,,,,
306284913,12,"Thanh lí nhà tại Âu Cơ, p14, Q11, HCM - khu vực hẻm lớn xe ô tô đậu trong nhà, dòng tiền",N/A,,N/A,62.7,N/A,"Đ. Âu Cơ, P. 14, Q. 11, Tp. Hồ Chí Minh",5,5,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306284913,"Nhà riêng 2 tầng ở Âu Cơ, P14, Quận 11. - Diện tích 62,7m2 - (ngang 4,6 x dài13,4). - 5PN, 4WC, nội thất full xịn, sẵn sàng dọn vào. - Pháp lý đầy đủ, cực kỳ phong thủy cho ai mê nhà. Địa điểm này có vibe rất chill, không gian thoáng đãng, phù hợp cho cả gia đình. Nội thất đầy đủ với sofa, tủ lạnh, bếp và giường ngủ. Chỉ cần xách vali vào là sống ngay. Cách trường học, chợ và công viên chỉ 2km, thuận tiện cho việc đi lại và sinh hoạt hàng ngày. Liên hệ để biết thêm thông tin chi tiết nhé 0908631901 Minh Tiến. Thu gọn Liên hệ: SĐT 1 090 863 **** Hiện số Thông tin chi tiết Mặt tiền 4,6m","4,6m",,,,,,
306281217,12,"Bán nhà quận 11. 5 tầng bê tông cốt thét. Ngay giao lộ Lý Nam Đế, Tân Phước. Giá tốt","6,1 tỷ",6.1,"234,62 triệu/m²",26,N/A,"Đ. Lý Nam Đế, P. 7, Q. 11, Tp. Hồ Chí Minh",3,3,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306281217,"Bán nhà quận 11. 5 tầng bê tông cốt thét. Ngay giao lộ Lý Nam Đế, Tân Phước. Giá tốt. * Diện tích: 3m x 8.5m (công nhận đủ). * Kết cấu: 5 tầng. 3pn. 4wc. * Pháp lý; sổ hồng riêng. Hoàn công đủ. * Vị tri: Hẻm 4m. Cách mặt tiền đường dài bước chân. Ngay công viên. Lý Nam Đế. Chợ. Trường học các cấp. Bệnh viện chợ rẫy... * Giá: 6. X tỷ (thương lượng) giá tốt cho người thiện chí). * Liên hê: Em Nam dẩn xem nhà. Hộ trợ pháp lý. Liên hệ: SĐT 1 093 891 **** Hiện số Thông tin chi tiết Mặt tiền 3m",3m,,,,,,
306281227,12,"Lữ Gia, Quận 11 - 4 tầng - DT 4.3m x 15m - chỉ 6.7 tỷ","6,7 tỷ",6.7,"111,67 triệu/m²",60,N/A,"Đ. Lữ Gia, P. 13, Q. 11, Tp. Hồ Chí Minh",4,4,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306281227,"Nhà riêng 4 tầng tọa lạc tại Lữ Gia, Phường 13, Quận 11, TP. HCM. - Diện Tích: 4.3m x 15m CN 60m2. - 4 phòng ngủ rộng rãi, phù hợp cho gia đình lớn. - 4 toilet tiện lợi, đảm bảo sự riêng tư cho từng thành viên. - Nội thất đầy đủ với điều hòa, giường, tủ lạnh... - Mặt tiền 4.3m, thích hợp cho việc kinh doanh nhỏ. - CHỈ 6.7 Tỷ. LH: 0966676856 Trung Vinh Xem Nhà Chính Chủ. Liên hệ: SĐT 1 096 667 **** Hiện số Thông tin chi tiết Mặt tiền 4,3m","4,3m",,,,,,
306282939,12,"CĂN 162_Bình Thới, Tân Bình, hẻm rộng 7m, 4 x 21m, nhà đẹp 2 tầng, ô tô ngủ nhà, nhỉnh 9 tỷ","9,89 tỷ",9.89,"119,16 triệu/m²",83,N/A,"Đ. Bình Thới, P. 11, Q. 11, Tp. Hồ Chí Minh",3,3,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306282939,"+Hẻm xe tải 7m, gần vòng xoay Bình Thới, Lê Đại Hành, đi Q10, Q3, Tân Bình chỉ vài phút. +Nhà còn đẹp, rộng, phù hợp gia đình đông người mua mua ở lâu dài. +Sổ hồng riêng, cần bán GẤP, chủ thiện chí bán nhanh0962727672 - Điền Phát_ hữu duyên kết nối. Liên hệ: SĐT 1 096 272 **** Hiện số Thông tin chi tiết Mặt tiền 4m",4m,,,,,,
306282611,12,Khu Vip Bình Thới gần Đầm Sen - hẻm mặt tiền nội bộ - ngang hơn 4 + 4 lầu,11 tỷ,11.0,"161,76 triệu/m²",68,N/A,"Đ. Bình Thới, P. 10, Q. 11, Tp. Hồ Chí Minh",,,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306282611,Nhà mới xây 2023 bao đẹp mê ly. Mặt tiền nội bộ khu dân cư toàn cán bộ ở. Nội thất sang trọng cao cấp. Diện tích sử sụng thực tế hơn 76 mét. Liên hệ: SĐT 1 093 809 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Xây mới,,,,Xây mới,,,
306282178,12,"Bán nhà 2 Mt góc Lạc Long Quân 6* 13 m trệt 2 lầu sân thượng cm 61m giá 7,8 tỷ","7,8 tỷ",7.8,"127,87 triệu/m²",61,N/A,"Đ. Lạc Long Quân, P. 5, Q. 11, Tp. Hồ Chí Minh",4,4,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306282178,"GÓC 2 MT HẺM XE HƠI Lạc Long Quân, P.5, Q.11 SÁT ĐẦM SEN. Khu Bàn Cờ Phú Bình DT: 6 x 13 (vuông vức) DT đất: 76,8m | CN: 61m + Kết cấu: 1 trệt, 2 lầu, sân thượng nhà mới đẹp lung linh. + Hẻm xe hơi rộng rãi, 2 mặt tiền thông thoáng. Giá: 7,8 tỷ (bớt lộc cho khách thiện chí) Lh:0909160718 Thảo( nc) Liên hệ: SĐT 1 090 916 **** Hiện số",,,,,,,
306283172,12,"An cư lập nghiệp cho chủ mới bán nhà Bình Thới Q11 44,6m2/3PN bao sang tên TL",N/A,,"an cư lập nghiệp cho chủ mới bán nhà bình thới q11 44,6m2/3pn bao sang tên tl",44.6,N/A,"Đ. Bình Thới, P. 10, Q. 11, Tp. Hồ Chí Minh",11,3,25/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306283172,"Vị trí: Tọa tại hẻm nhà Bình Thới Quận 11. Diện tích: 44,6m2. Kết cấu: 1 trệt, 1 lầu, 3 phòng ngủ 3WC, vị trí ngay Bình Thới, hẻm xe hơi. Nhà ngay Bình Thới, Lê Đại Hành, Bình Thới, Lãnh Binh Thăng... Ủy ban, công an, siêu thị, vị trí sầm uất, trường học, thuận tiện kết nối tới các quận 6, Tân Bình, Tân Phú, Q10, Q5. Liên hệ: SĐT 1 090 285 **** Hiện số Thông tin chi tiết Mặt tiền 4,5m","4,5m",,,,,,
306285839,12,"Bán gấp căn hộ tại Hoa Sen Q11, DT 61m2, 2PN, 2WC giá bán 3tỷ7 sổ hồng. LH: 0934144525 Hương","3,7 tỷ",3.7,"60,66 triệu/m²",61,N/A,"Đ. Lạc Long Quân, P. 10, Q. 11, Tp. Hồ Chí Minh",11,11,25/12/2025,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306285839,"Bán căn hộ chung cư Hoa Sen - Lạc Long Quân, Quận 11, Hồ Chí Minh, là một căn hộ chung cư lý tưởng với thiết kế hiện đại và diện tích 61m2. Căn hộ bao gồm 2PN + 2 WC mang đến không gian sống thoải mái và tiện nghi. Giá bán: 3tỷ7, sổ hồng. Nổi bật với phong thủy tốt, căn hộ này không chỉ có kiến trúc sang trọng mà còn gần gũi với những tiện ích xung quanh, phục vụ cho cuộc sống năng động của bạn. Vị trí thuận lợi giúp bạn dễ dàng di chuyển đến các khu vực lân cận và tận hưởng các dịch vụ tiện ích. Pháp lý đầy đủ, đảm bảo an tâm cho người mua. Để biết thêm thông tin chi tiết và được tư vấn miễn phí, vui lòng liên hệ Nguyen Huong qua số điện thoại: 0934144525 Thu gọn Liên hệ: SĐT 1 093 414 **** Hiện số",,,,,,,
